brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
Volkswagen,ID. Aero,2025,Long Range,102771.71,104.2,392,112.5,5.33,174,1000,854,FWD,5,Van,77.2,2045,4,1,Germany,Luxury,235887,3.78,5
Hyundai,i30,2025,Long Range,81032.96,109.2,372,121.6,5.8,171,1000,882,RWD,7,Coupe,31.9,1543,5,2,South Korea,Premium,132543,3.49,4
BYD,Atto 3,2024,Long Range,53347.12,78.9,277,62.8,4.71,182,623,633,AWD,7,Sedan,22.9,1500,5,1,China,Mid-range,234710,3.53,5
BYD,Dolphin,2025,Long Range,24263.38,90.6,313,69.6,5.85,165,236,233,FWD,7,Coupe,35.3,1702,4,2,China,Budget,185360,3.79,3
Audi,Q6 e-tron,2023,Base,103373.32,48,165,87.7,6.98,147,784,695,AWD,5,Sedan,39.7,1652,4,1,Germany,Luxury,46342,3.62,5
Volkswagen,ID. Buzz,2025,Base,65624.38,83.8,327,93.1,5.42,166,665,569,FWD,5,Sedan,23,1849,5,1,Germany,Premium,228265,3.75,3
Kia,EV6,2025,Base,34297.3,40.9,150,108,6.15,156,241,200,AWD,7,Coupe,34.3,1500,4,1,South Korea,Budget,124108,3.31,4
Audi,Q6 e-tron,2023,Premium,94046.97,47.5,160,109.3,6.08,155,683,576,AWD,5,Truck,56,2616,5,2,Germany,Premium,36637,3.22,7
BMW,i5,2024,Base,85524.8,65.2,228,67.6,6.42,154,634,525,AWD,7,SUV,57.5,1949,5,2,Germany,Premium,61102,3.24,7
Tesla,Model 3,2025,Long Range,37324.82,100.2,350,328.5,5.1,169,239,219,RWD,5,Coupe,37.6,1636,3,2,US,Mid-range,182729,3.94,6
BMW,i3,2023,Premium,86679.02,53.8,171,60.4,7.04,146,639,621,AWD,5,Truck,80,2454,5,2,Germany,Premium,68670,3.23,6
Tesla,Model 3,2025,Base,39961.09,82.4,271,326,6.94,140,291,304,RWD,5,Hatchback,35.8,1862,5,2,US,Mid-range,132702,3.97,6
Ford,F-150 Lightning,2025,Standard,71166.51,63.6,211,145.7,5.67,168,779,697,FWD,2,Truck,59.3,2632,4,1,US,Premium,29813,3.63,3
BMW,iX,2021,Performance,122478.25,85.4,288,235.7,3.68,194,1000,890,AWD,5,Hatchback,32.7,1612,3,1,Germany,Luxury,61194,3.64,6
Hyundai,Kona Electric,2025,Standard,33895.78,72.7,271,66.4,6.62,148,222,200,FWD,5,Sedan,26.3,1542,4,2,South Korea,Budget,74203,3.74,4
Audi,e-tron GT,2026,Premium,101046.9,80.3,301,125.2,5.24,174,736,669,RWD,5,SUV,39.5,2084,4,1,Germany,Luxury,68624,3.78,7
Ford,Explorer EV,2023,Standard,42429.66,63.3,218,93.3,7.72,140,399,416,AWD,7,Sedan,26.7,1767,3,1,US,Mid-range,37998,3.47,3
Tesla,Model X,2025,Standard,81903.39,69.1,257,348.4,5.35,170,552,541,RWD,5,Sedan,20.4,1640,4,2,US,Premium,135577,3.78,5
BYD,Atto 3,2026,Performance,110109.78,119.3,403,240.3,2.97,200,1000,912,AWD,7,Van,68.8,1500,4,2,China,Luxury,116675,4.19,4
Tesla,Cybertruck,2022,Base,83011.59,78.2,288,207.7,6.44,147,570,470,FWD,5,Truck,64,2568,4,2,US,Premium,132378,4.12,5
Ford,F-150 Lightning,2025,Premium,44324.9,61.8,198,133.7,7.39,139,367,300,AWD,2,Truck,59.1,2675,4,1,US,Mid-range,57644,3.48,4
Audi,e-tron,2025,Standard,114471.43,76.2,231,133.1,6.47,152,888,750,AWD,7,Van,74.2,1500,4,2,Germany,Luxury,21563,3.5,6
BYD,Atto 3,2026,Long Range,104593.9,89.1,296,104,5.22,172,1000,908,RWD,5,Van,64.3,1680,5,1,China,Luxury,219672,3.59,3
Tesla,Cybertruck,2024,Long Range,81331.26,87,324,305,5.93,160,588,584,AWD,5,Truck,77.7,2504,5,3,US,Premium,192430,3.74,6
Mercedes,GLE EV,2025,Long Range,83712.42,97.4,338,125.5,5.85,170,335,334,FWD,7,Van,67.3,1677,3,1,Germany,Premium,37695,3.9,5
Tesla,Model 3,2023,Standard,106795.24,45.7,163,310.7,5.09,178,739,638,RWD,5,Van,66.8,1724,5,3,US,Luxury,212365,3.61,5
Tesla,Model S,2023,Premium,64307.39,44.8,171,301.6,6.85,147,475,444,RWD,7,Hatchback,22.8,1754,4,2,US,Mid-range,138801,3.7,5
GM/Chevrolet,Blazer EV,2024,Premium,70082.06,42.6,156,68.7,5.71,161,940,844,AWD,7,Hatchback,27.2,1500,5,1,US,Premium,20253,3.14,3
BMW,i4,2022,Base,87727.18,75.1,238,96.5,6.69,150,650,644,FWD,7,Van,79.9,1500,5,1,Germany,Premium,35030,3.42,6
GM/Chevrolet,Bolt EUV,2025,Standard,29502.2,67.8,248,100,7.13,142,218,200,RWD,7,Hatchback,37.7,1722,4,1,US,Budget,19509,3.46,3
Tesla,Model 3,2024,Premium,173467.44,42.9,150,236.8,5.49,180,1000,906,AWD,5,Hatchback,15.4,2086,4,2,US,Luxury,241741,3.75,5
Audi,Q6 e-tron,2024,Premium,105361.9,71.8,263,52.5,7.12,144,753,661,FWD,5,Coupe,39.5,1500,5,2,Germany,Luxury,22361,3.64,7
Hyundai,Ioniq,2025,Performance,95402.2,91.6,321,184.8,4.44,187,1000,888,AWD,7,Coupe,25.2,1627,4,1,South Korea,Premium,124589,3.85,4
Toyota,bZ Compact SUV,2025,Long Range,84185.72,103.8,377,121.9,5.79,165,1000,868,FWD,5,SUV,60.4,1969,5,1,Japan,Premium,15914,3.93,4
Tesla,Model Y,2026,Standard,131838.33,68.9,241,340.8,6.65,152,1000,923,FWD,7,Sedan,31.8,1541,5,2,US,Luxury,410211,3.81,5
Tesla,Model 3,2024,Premium,92300.78,48.8,173,313.2,7.14,146,654,617,RWD,7,Hatchback,32.1,1604,5,3,US,Premium,249410,3.51,6
Mercedes,GLE EV,2025,Premium,158316.83,76,241,96.3,5.44,164,1000,889,AWD,5,Van,73.7,1882,5,2,Germany,Luxury,22636,3.82,6
Rivian,R3,2025,Performance,109164.41,79.6,288,191.9,3.34,197,1000,857,AWD,5,Hatchback,39.1,1853,5,1,US,Luxury,19234,3.75,4
Rivian,R3,2025,Base,79068.68,62.9,236,98.4,7.54,146,668,618,RWD,5,SUV,53.7,1833,5,2,US,Premium,25139,3.32,4
Tesla,Model 3,2025,Base,38136.97,76,284,200.7,7.25,142,219,232,FWD,7,Sedan,37.3,1674,5,2,US,Mid-range,113015,3.93,5
GM/Chevrolet,Bolt EUV,2024,Standard,57794.12,67.8,255,120.9,7.67,135,696,587,FWD,7,Truck,51,2854,5,1,US,Mid-range,28957,3.15,4
NIO,EL6,2024,Long Range,99775.41,109.9,380,65.6,5.18,171,958,836,RWD,5,SUV,63.5,1845,4,2,China,Premium,27479,3.57,4
Tesla,Model Y,2023,Standard,100758.31,46,171,297.7,5.13,175,786,685,RWD,7,SUV,47.3,1900,5,2,US,Luxury,472436,3.4,4
Mercedes,EQG,2025,Long Range,94596.53,77.5,267,149.8,4.86,167,486,470,AWD,5,Coupe,31.6,1500,5,2,Germany,Premium,48573,3.82,5
Tesla,Model S,2021,Premium,108109.05,82.6,273,272.2,7.76,128,740,654,AWD,5,Van,65.7,1524,4,2,US,Luxury,201131,3.9,5
Mercedes,EQC,2026,Premium,151394.73,70.8,264,136.9,6.41,153,1000,939,AWD,5,Van,60.1,1500,5,1,Germany,Luxury,37405,3.71,6
Hyundai,i30,2025,Standard,30172.57,82.9,283,111.6,7.77,137,187,200,FWD,5,Truck,79.5,2516,3,1,South Korea,Budget,76614,3.55,3
Tesla,Model X,2022,Standard,98265.87,83.7,298,223.7,5.16,173,717,646,FWD,5,Hatchback,24.2,1500,4,2,US,Premium,144367,3.63,5
Ford,Explorer EV,2023,Performance,78508.55,73,274,224.9,2.91,200,915,850,RWD,5,Van,70.1,1650,4,1,US,Premium,51688,3.3,3
Tesla,Cybertruck,2022,Premium,154962.64,53.2,157,316.3,7.79,135,1000,884,AWD,5,Truck,78.2,1876,5,2,US,Luxury,148718,3.67,6
BYD,Yuan Plus,2023,Long Range,44084.51,94,330,88.8,4.32,179,505,466,RWD,7,Coupe,29.7,1693,4,1,China,Mid-range,187463,3.67,3
Volkswagen,ID.3,2024,Long Range,47038.76,86.5,330,108.8,4.24,194,352,368,RWD,7,Truck,71.8,2639,5,1,Germany,Mid-range,270498,3.37,3
Hyundai,Ioniq 5,2025,Long Range,50915.71,81,278,99.3,4.13,183,517,482,FWD,5,Sedan,22.8,1672,3,1,South Korea,Mid-range,54316,3.5,5
Rivian,R1S,2022,Base,64347.55,45.6,150,110.6,6.54,152,150,200,RWD,7,SUV,46.2,2128,5,1,US,Mid-range,3522,3.26,5
BYD,Atto 3,2025,Long Range,99107.52,98.9,347,107.3,4.56,177,1000,894,FWD,7,Hatchback,27.1,1842,5,1,China,Premium,190865,3.32,3
Tesla,Model S,2025,Performance,68593.72,107.6,361,209.3,4.22,192,452,389,FWD,7,Coupe,33.5,1685,5,3,US,Premium,245974,4.23,5
Tesla,Cybertruck,2025,Standard,61013.48,45.2,156,307,6.71,151,429,358,FWD,7,Truck,52.1,2708,3,2,US,Mid-range,132800,3.35,5
Volkswagen,ID. Aero,2021,Long Range,76214.9,92.3,348,138.4,5.53,172,859,782,RWD,5,Truck,71.9,2363,5,2,Germany,Premium,249899,3.71,4
Rivian,R1S,2026,Premium,110739.07,48.4,163,78.5,7.01,146,1000,896,RWD,5,Sedan,37.6,1664,5,1,US,Luxury,26386,3.24,6
BMW,i7,2023,Base,89651.14,73.1,249,98.1,5.68,165,711,632,RWD,5,Truck,78.6,2470,4,1,Germany,Premium,72062,3.37,6
Tesla,Model 3,2023,Performance,125634.38,79.6,268,325,3.23,195,906,862,RWD,7,Hatchback,15.1,1567,5,2,US,Luxury,223587,3.94,4
BMW,i3,2025,Base,93156.19,74.6,254,78.5,7.38,143,683,632,FWD,5,Van,60.1,1564,4,2,Germany,Premium,71204,3.55,7
Tesla,Cybertruck,2022,Long Range,93999.45,88.3,333,289.1,5.84,167,703,641,FWD,5,Truck,66,2476,5,2,US,Premium,124977,3.96,5
Tesla,Model S,2024,Performance,77897.86,71.2,254,322.3,4.29,186,542,558,RWD,5,Sedan,35.8,1500,4,3,US,Premium,153891,3.65,4
Tesla,Model S,2021,Base,109935.85,84.2,288,209.4,7.62,127,738,699,AWD,7,Truck,78.2,2219,4,3,US,Luxury,117148,3.95,5
Hyundai,Kona Electric,2024,Performance,43667.25,83.3,299,234.7,3.13,198,465,435,AWD,5,Van,77.7,1707,4,1,South Korea,Mid-range,71109,3.49,5
Kia,EV6,2025,Base,60524.16,58.8,217,110.8,6.5,148,613,568,RWD,7,Coupe,25.8,1638,4,1,South Korea,Mid-range,105178,3.37,4
Tesla,Model 3,2021,Standard,24979.98,81.1,271,326.8,6.83,135,150,200,RWD,5,Hatchback,27.6,1500,5,3,US,Budget,132068,3.73,4
GM/Chevrolet,Blazer EV,2024,Base,58716.57,83.6,313,112.5,6.87,153,744,635,FWD,5,Sedan,22.4,1754,5,1,US,Mid-range,22110,3.62,3
Audi,Q4 e-tron,2026,Performance,163470.92,73.4,267,163.1,3.82,196,1000,897,RWD,7,Sedan,16.6,1500,5,2,Germany,Luxury,31112,3.43,6
BYD,Seagull,2021,Base,53782.86,84.7,314,91,5.94,169,521,468,RWD,5,Van,62.5,1599,4,1,China,Mid-range,162990,3.75,3
Tesla,Model Y,2022,Long Range,38805.29,86.7,295,344.7,4.05,190,297,281,RWD,5,Truck,71.8,2329,5,3,US,Mid-range,424786,4.14,4
Tesla,Model X,2024,Performance,90519.74,119.4,405,222.4,3.68,200,666,591,AWD,5,Coupe,24,1771,4,2,US,Premium,189429,4.03,6
Hyundai,Ioniq 5,2025,Base,46385.14,84.1,301,90.2,6.54,148,445,414,RWD,5,Truck,65.5,2726,4,1,South Korea,Mid-range,58564,3.62,3
Tesla,Cybertruck,2023,Standard,35071.56,52.4,192,340,5.24,168,249,217,FWD,7,Truck,53,2535,5,2,US,Mid-range,139628,3.17,5
Hyundai,Ioniq,2025,Long Range,74693.36,95.4,340,66.6,4.63,186,972,902,RWD,7,Hatchback,24.5,1739,5,1,South Korea,Premium,138161,3.52,4
Volkswagen,ID.5,2025,Standard,60218.55,82.8,240,94.9,6,163,518,517,AWD,5,Van,60.3,1739,5,2,Germany,Mid-range,290126,3.59,4
Tesla,Model 3,2025,Performance,58452.94,77.2,274,217.3,4.19,183,458,401,RWD,7,Van,64.2,1813,3,2,US,Mid-range,216013,3.86,4
Tesla,Cybertruck,2023,Premium,118800.8,54.2,203,340.1,6.1,162,891,851,FWD,7,Truck,50.1,2562,4,3,US,Luxury,197139,3.38,5
Mercedes,EQC,2024,Performance,87690.32,88.6,321,224.6,2.67,200,422,414,AWD,5,Hatchback,36.6,1957,4,2,Germany,Premium,36911,3.99,7
Volkswagen,ID. Aero,2023,Standard,51298.81,63.2,237,118.9,5.83,162,397,310,RWD,5,Coupe,26.9,1555,5,1,Germany,Mid-range,222298,3.5,3
BMW,i4,2023,Performance,130983.67,110.9,390,244.7,2.51,200,1000,878,RWD,7,Van,73.1,1500,5,2,Germany,Luxury,64205,3.82,5
Volkswagen,ID.4,2025,Base,65061.9,65.1,212,82.2,7.77,137,653,616,AWD,5,Coupe,37.8,1613,5,1,Germany,Premium,282957,3.68,3
Tesla,Model S,2022,Premium,163492.8,65.4,193,288.9,6.55,154,1000,907,RWD,7,Hatchback,34.9,1653,5,2,US,Luxury,241709,3.96,5
Tesla,Model X,2023,Premium,53973.57,82.6,301,250.5,7.15,143,440,387,FWD,7,Sedan,15.8,1500,5,2,US,Mid-range,206669,3.87,5
BMW,i3,2023,Premium,81481.72,64.8,209,132.6,5.22,180,551,468,RWD,7,Sedan,32.9,1755,4,1,Germany,Premium,60859,3.29,8
Tesla,Model S,2025,Performance,140244.92,75.7,265,295.8,4.25,187,986,851,AWD,7,Sedan,15.6,1500,5,2,US,Luxury,186365,3.84,5
BMW,i7,2026,Premium,125746.52,63.5,224,141.3,5.05,168,1000,906,AWD,5,Hatchback,22.1,1500,3,2,Germany,Luxury,62950,3.45,6
Tesla,Model S,2024,Long Range,75201.32,102.8,370,342.3,4.03,185,592,509,RWD,5,Truck,62.1,2460,5,2,US,Premium,105880,4.11,4
Tesla,Model 3,2025,Long Range,91388.05,100.1,350,249.9,5.26,168,695,616,FWD,5,Sedan,39.9,1624,4,2,US,Premium,148700,3.99,5
Ford,F-150 Lightning,2024,Standard,60849.51,82.5,274,67.1,7.97,131,622,610,FWD,2,Truck,71.3,2747,4,2,US,Mid-range,58206,3.54,4
Tesla,Cybertruck,2024,Long Range,131729.26,84.6,307,224.3,4.28,187,943,852,FWD,5,Truck,53.6,2319,4,2,US,Luxury,162108,3.56,5
BMW,iX,2021,Standard,82329.27,71.8,258,61.1,7.05,150,569,534,RWD,7,Hatchback,15.7,1723,4,1,Germany,Premium,59553,3.74,6
BYD,Atto 3,2021,Performance,91712.12,80.1,268,233.5,3.28,193,1000,900,RWD,5,Hatchback,19.5,1550,5,1,China,Premium,177248,3.63,3
Tesla,Model 3,2024,Standard,106609.89,75.6,299,296.3,6.51,151,784,688,FWD,5,Hatchback,27.5,1673,5,2,US,Luxury,103912,3.73,5
BYD,Qin,2020,Long Range,36752.05,84.7,308,134.6,4.59,189,380,353,FWD,5,Sedan,22.8,1500,4,1,China,Mid-range,178041,3.55,4
GM/Chevrolet,Equinox EV,2024,Long Range,55502.07,92.6,331,129.8,4.2,189,672,611,AWD,7,SUV,63.7,2188,5,1,US,Mid-range,18580,3.71,4
Mercedes,EQS,2025,Base,136918.85,55.5,195,96.2,6.97,148,822,776,AWD,7,Coupe,25.1,1500,5,1,Germany,Luxury,59537,3.51,7
Mercedes,EQE,2023,Long Range,142535.28,94.3,305,114,5.66,169,843,766,FWD,7,Sedan,30.1,1500,4,1,Germany,Luxury,32410,3.94,8
BMW,i3,2025,Premium,127970.02,52.7,181,97.5,5.26,171,1000,895,RWD,5,Coupe,18.8,1671,5,2,Germany,Luxury,25659,3.39,7
Audi,Q4 e-tron,2026,Long Range,145965.36,78.2,269,138.1,5.46,173,1000,872,FWD,7,Coupe,31.5,1663,4,2,Germany,Luxury,21092,3.74,6
Tesla,Model X,2025,Performance,40997.3,73.3,261,282.8,3.51,198,238,200,AWD,5,Sedan,19.9,1637,5,3,US,Mid-range,192699,3.73,4
Tesla,Model 3,2026,Performance,147080.28,107.7,395,234.9,3.36,195,1000,883,AWD,7,Sedan,15.1,1521,5,2,US,Luxury,199927,4.26,5
BYD,Max,2023,Long Range,35900.23,88,302,69.9,4.28,198,358,318,FWD,5,SUV,42.3,2227,5,2,China,Mid-range,176515,3.84,4
Tesla,Model X,2025,Base,76806.22,41.8,166,308.9,6.47,152,571,531,FWD,7,Sedan,24.3,1675,5,3,US,Premium,136111,3.64,6
Tesla,Cybertruck,2025,Base,96810.26,47.9,153,220.8,6.85,146,658,607,FWD,7,Truck,55.2,2373,4,2,US,Premium,113593,3.86,6
Audi,Q4 e-tron,2025,Base,84123.81,68.5,247,136.8,6.57,149,568,538,AWD,5,Hatchback,39.2,1666,4,1,Germany,Premium,60155,3.29,8
BYD,Seagull,2026,Performance,95761.12,80.6,277,210.5,3.84,181,1000,922,RWD,5,Coupe,21.7,1789,4,1,China,Premium,171938,3.56,3
Volkswagen,ID. Buzz,2024,Premium,74047.12,72.6,248,77.4,6.4,154,808,703,RWD,5,Coupe,19.4,1522,5,1,Germany,Premium,290963,3.67,4
BYD,Atto 3,2024,Standard,30843.09,49,171,81.1,6.63,151,309,285,AWD,7,Hatchback,39.5,1578,4,2,China,Budget,206164,3,4
BMW,i5,2021,Premium,139020.51,63.5,232,149.7,7.84,131,1000,950,FWD,5,Truck,58.7,2464,5,1,Germany,Luxury,48199,3.44,5
Volkswagen,ID. Aero,2021,Standard,60392.45,68,225,133,7.28,137,628,523,RWD,7,Truck,54.4,2360,3,1,Germany,Mid-range,256880,3.23,3
Kia,Sportage EV,2020,Standard,26731.95,75.8,257,79.6,5.97,160,193,200,RWD,5,SUV,46.3,1818,5,1,South Korea,Budget,147499,3.27,4
Volkswagen,ID. Buzz,2024,Long Range,70634.98,89.6,312,79.6,5.55,173,734,693,FWD,5,Hatchback,16.1,1613,4,1,Germany,Premium,289608,3.58,3
Ford,Mustang Mach-E,2025,Performance,60546.72,113,423,215.3,3.14,200,616,518,RWD,5,Coupe,21.1,1500,3,1,US,Mid-range,27560,3.76,5
Tesla,Cybertruck,2025,Premium,170547.81,44.5,153,226.9,7.93,132,1000,886,AWD,7,Truck,64.3,2453,4,2,US,Luxury,192321,3.6,5
Mercedes,EQG,2023,Base,82191.2,71.1,281,116.5,6.68,154,357,352,RWD,5,Sedan,32.2,1500,4,1,Germany,Premium,59566,3.91,8
Audi,e-tron GT,2024,Base,106732.12,80,268,74.2,7.52,142,810,693,FWD,5,Truck,72.9,2498,5,2,Germany,Luxury,48443,3.48,7
Ford,Explorer EV,2026,Premium,97985.03,84.1,304,53.7,6.12,167,1000,909,AWD,7,Sedan,39,1744,5,1,US,Premium,45069,3.49,3
Tesla,Model Y,2024,Standard,111996.5,50.5,190,287.9,5.63,165,825,736,FWD,5,Van,69.3,1500,4,3,US,Luxury,445661,3.56,5
BYD,Dolphin,2026,Long Range,49411.4,105.1,362,91.4,4.89,181,512,489,RWD,7,SUV,38.7,1819,4,1,China,Mid-range,124104,3.7,4
Kia,EV6,2023,Base,37474.58,58.6,209,135.7,7.4,141,306,230,FWD,5,Truck,52.5,2381,5,1,South Korea,Mid-range,67143,3.33,4
BMW,i3,2026,Performance,148406.75,116.4,409,231.2,4.17,187,1000,922,AWD,5,Hatchback,25.9,1500,4,2,Germany,Luxury,27898,3.83,6
Tesla,Model X,2021,Premium,97027.76,71.4,235,273.3,6.57,150,685,574,AWD,5,Van,69.8,1693,4,2,US,Premium,229836,3.91,4
Mercedes,EQG,2026,Base,129546.31,72,248,143.1,5.2,174,759,725,AWD,5,Truck,57.9,2639,4,1,Germany,Luxury,57503,3.59,6
Tesla,Cybertruck,2025,Standard,127335.12,71.9,270,329.2,5.09,175,976,906,AWD,5,Truck,73.5,2328,5,3,US,Luxury,188107,3.78,4
BYD,Atto 3,2024,Base,50360.89,69.3,238,62.5,7.82,139,602,568,RWD,7,Sedan,22.9,1615,5,1,China,Mid-range,209468,3.18,4
Tesla,Model 3,2024,Premium,152844.99,77.1,281,258.1,5.34,172,1000,937,AWD,5,Truck,59.8,2696,4,3,US,Luxury,153103,4.05,5
Tesla,Model X,2025,Performance,126875.08,98.3,345,202.5,4.3,198,914,835,AWD,7,Van,65.4,1500,5,2,US,Luxury,158417,3.71,5
Kia,Picanto EV,2024,Long Range,57850.5,101.6,350,134.1,5.74,162,632,525,AWD,5,Coupe,39.7,1735,5,2,South Korea,Mid-range,125554,3.47,4
BYD,Max,2024,Base,70890.54,64.5,242,135.7,7.45,138,713,594,AWD,7,Truck,77.4,2252,5,1,China,Premium,119629,3.38,4
Kia,Picanto EV,2024,Performance,105759.07,79.7,278,170.3,3.07,200,1000,892,AWD,7,Hatchback,16.9,1819,3,2,South Korea,Luxury,107830,3.56,5
BMW,i5,2025,Performance,83830.66,91.7,316,249.1,3.65,188,634,606,RWD,7,Truck,64.3,2285,4,1,Germany,Premium,61677,3.43,7
Mercedes,EQE,2026,Performance,148924.89,98.3,357,181.1,4.1,196,945,822,AWD,7,SUV,61.2,1889,4,2,Germany,Luxury,66282,3.8,7
BYD,Atto 3,2022,Base,49226.29,46.7,177,51.6,5.54,160,529,492,FWD,5,Coupe,20.6,1609,5,1,China,Mid-range,172454,3.29,4
Tesla,Model S,2025,Base,29411.54,61.2,220,302.1,7.98,127,220,213,AWD,5,Hatchback,31.9,1705,5,2,US,Budget,206579,3.63,6
Tesla,Cybertruck,2024,Standard,107897.62,47.5,178,311.3,5.76,160,752,668,FWD,5,Truck,68.7,2227,5,2,US,Luxury,188033,3.43,4
Audi,e-tron GT,2022,Premium,137631.97,43.1,150,69.1,5.31,168,1000,941,RWD,5,Truck,68.3,2791,4,2,Germany,Luxury,74974,3.3,5
Audi,e-tron GT,2024,Base,65798.71,76.8,250,129.7,6.28,160,369,263,RWD,7,Truck,50.6,2305,4,2,Germany,Premium,52856,3.77,8
Kia,Niro EV,2022,Premium,93773.43,61.9,194,129.3,6.81,152,1000,944,AWD,5,Truck,60.1,2450,5,1,South Korea,Premium,126881,3.6,3
Kia,Picanto EV,2024,Base,57643.94,54.7,170,147.9,6.49,150,606,551,AWD,5,Sedan,37.6,1686,5,1,South Korea,Mid-range,149672,3.38,3
BMW,i5,2022,Performance,102440.51,94.7,337,226.8,3.87,184,790,750,RWD,5,Hatchback,32.3,1545,3,2,Germany,Luxury,23392,3.69,7
Tesla,Cybertruck,2024,Base,49296.66,41.7,153,274.8,7.39,134,302,303,FWD,5,Truck,60.8,2643,5,3,US,Mid-range,241001,3.74,6
Rivian,R1S,2024,Performance,118076.47,74,249,161.6,3.41,194,1000,911,RWD,7,Hatchback,35.5,1514,5,1,US,Luxury,656,3.53,5
Volkswagen,ID.4,2023,Premium,69215.27,62,197,117.5,7.34,136,704,655,AWD,7,Truck,74.3,2586,5,1,Germany,Premium,211559,3.61,4
Hyundai,Ioniq 6,2023,Base,41678.26,66.4,252,83.9,7.12,155,368,362,AWD,5,Van,69.3,1580,4,1,South Korea,Mid-range,52756,3.29,4
Tesla,Cybertruck,2025,Premium,131326.82,44.5,172,271,6.26,164,951,870,AWD,5,Truck,73.1,2711,5,2,US,Luxury,195107,3.68,5
Tesla,Model X,2025,Base,106034.49,82.6,286,201.7,6.63,151,719,582,FWD,7,Van,75.5,1771,5,2,US,Luxury,136623,3.7,6
GM/Chevrolet,Blazer EV,2023,Performance,60380.4,91.2,308,182.4,3.99,199,753,660,RWD,7,Van,76.9,1584,3,1,US,Mid-range,8909,3.76,3
Tesla,Model Y,2024,Performance,141348.91,115.7,409,243.6,3.11,200,1000,942,AWD,5,Coupe,26.6,1540,4,2,US,Luxury,490678,4.51,4
Volkswagen,ID. Aero,2024,Base,29413.61,69.3,264,107.2,7.54,131,186,208,AWD,5,SUV,38.3,2196,5,1,Germany,Budget,268683,3.64,4
BYD,Atto 3,2025,Long Range,32535.18,92,307,138.7,5.28,175,341,309,RWD,5,Sedan,39.2,1704,4,2,China,Budget,218123,3.53,3
BYD,Yuan Plus,2024,Base,31743.27,82.5,285,136.5,5.75,166,292,292,AWD,5,SUV,63.5,1787,4,1,China,Budget,226541,3.63,3
Hyundai,Ioniq 6,2025,Performance,47415.02,112.3,399,174.2,3.55,200,463,391,FWD,7,Hatchback,22.4,1581,5,2,South Korea,Mid-range,102665,3.98,3
BMW,i4,2023,Standard,101992.19,49.3,168,109.7,5.58,165,804,703,FWD,7,Sedan,32.1,1856,5,2,Germany,Luxury,24913,3.34,6
GM/Chevrolet,Blazer EV,2023,Performance,77802.21,81.5,300,152.9,3.57,195,1000,925,AWD,5,Truck,65,2508,5,1,US,Premium,18415,3.87,4
Tesla,Model 3,2025,Long Range,84190.57,98,350,308.3,4.72,182,592,522,RWD,7,Coupe,32,1694,4,2,US,Premium,181874,3.94,4
Kia,EV6,2022,Performance,48028.48,102.7,351,182,3.29,200,489,421,AWD,5,Hatchback,27.7,1500,4,2,South Korea,Mid-range,81607,3.7,5
Tesla,Model S,2026,Performance,120990.97,76.9,272,208.1,2.81,200,841,743,AWD,7,Truck,77.7,2847,4,2,US,Luxury,177875,3.74,5
Hyundai,i30,2022,Base,52457.02,61.6,184,60.7,7.28,139,503,465,AWD,5,Sedan,26.9,1576,5,1,South Korea,Mid-range,72150,3.34,5
Kia,Picanto EV,2023,Standard,66396.28,40.4,150,72.8,5.36,172,763,668,AWD,7,Sedan,23.5,1580,4,2,South Korea,Premium,93251,3.17,3
Tesla,Model S,2024,Standard,122807.61,51,203,348.4,5.61,177,905,784,AWD,7,Van,78,1500,4,3,US,Luxury,162784,3.67,6
Tesla,Model X,2025,Long Range,153915.44,92,309,214,4.56,177,1000,955,RWD,5,Van,73.2,1572,5,2,US,Luxury,210826,3.64,5
BMW,i5,2020,Base,93337.36,72.7,232,51.4,5.06,176,720,650,RWD,5,Truck,54.7,2335,5,1,Germany,Premium,25170,3.43,8
Ford,F-150 Lightning,2025,Long Range,91074.2,83.3,309,123.8,5.32,165,1000,875,FWD,4,Truck,59.8,2537,5,1,US,Premium,78477,3.54,5
Tesla,Model 3,2023,Base,50661.72,45,150,321.1,7.4,132,355,361,FWD,5,Truck,58.9,2602,5,2,US,Mid-range,240645,3.26,6
Rivian,R1S,2023,Base,71764.23,63.3,216,111.8,5.26,179,267,240,RWD,5,Coupe,25.4,1532,4,1,US,Premium,16601,3.25,4
Tesla,Model Y,2024,Standard,118291.58,82.5,290,268,6.17,157,828,772,AWD,5,Truck,51,2443,5,2,US,Luxury,419454,3.57,4
Toyota,bZ Compact SUV,2025,Base,65608.6,60.1,208,67.8,6.65,154,816,769,FWD,5,SUV,56.9,1949,4,1,Japan,Premium,24977,3.36,5
Tesla,Model 3,2022,Long Range,84609.91,107.2,365,286.9,5.82,165,593,574,RWD,5,SUV,59.3,2001,4,2,US,Premium,171529,4.12,6
Kia,Sportage EV,2025,Premium,81244.23,54.9,181,55,6.43,149,972,869,AWD,5,SUV,54.1,2277,5,2,South Korea,Premium,70466,3.28,5
